,No_discs,Shannon,Distance,Nb
567,7,10.202319743516547,0.4497211522532899,78516
568,7,10.213409859117387,0.45104120351823956,78635
569,7,10.226436939559909,0.44823715690647203,78647
570,7,10.208664532432872,0.44858412947115467,78649
571,7,10.202929754098415,0.4498203180104475,78481
572,7,10.203785005999418,0.45048889290727323,78630
573,7,10.207787460485251,0.4483326176599303,78507
574,7,10.213530892107388,0.4483800638481744,78568
575,7,10.206349705520939,0.4491743875771432,78473
576,7,10.207804213395729,0.4497922000479132,78458
577,7,10.206154507906424,0.4490419963478551,78673
578,7,10.204111621291057,0.44943021093269186,78638
579,7,10.216746281005271,0.4484722143049492,78634
580,7,10.205725633749676,0.4513800880494188,78548
581,7,10.214087957310703,0.44885310034354126,78568
582,7,10.210731816436349,0.44811739979592197,78627
583,7,10.216435345544316,0.4480660278631176,78573
584,7,10.22680990449951,0.44801064702332977,78664
585,7,10.211322015215252,0.4502417872471086,78527
586,7,10.211922571680791,0.4490946301136862,78552
587,7,10.208809616588448,0.4496678799231457,78623
588,7,10.213503276910165,0.45013220337954307,78548
589,7,10.216718375337486,0.4474028433962131,78585
590,7,10.211349184884149,0.44938877973584046,78695
591,7,10.213713980981668,0.44900553091941364,78655
592,7,10.211459609676043,0.4485502664688683,78660
593,7,10.223264853483983,0.449743364748698,78602
594,7,10.220680026791507,0.44907785437744885,78644
595,7,10.209558367655207,0.4510052281893344,78642
596,7,10.210238556162498,0.4498831653525092,78707
597,7,10.209079725287245,0.44785197542606237,78612
598,7,10.204267972628488,0.4482110745935292,78595
599,7,10.214909898363102,0.44884260355290206,78511
600,7,10.204401399562855,0.44932232686978885,78527
601,7,10.203238670343627,0.4484857088654345,78530
602,7,10.222732778182891,0.44963112195820676,78615
603,7,10.222426327287675,0.449295933403075,78621
604,7,10.202978826145118,0.4491741381609329,78648
605,7,10.21699769399564,0.448987561764274,78624
606,7,10.206945367806249,0.4494881536002842,78665
607,7,10.210984918971219,0.4513107195695257,78645
608,7,10.20779899671985,0.44915229183308725,78580
609,7,10.209409340489582,0.44921447918355545,78633
610,7,10.21705066219251,0.45055710907024776,78523
611,7,10.221963389740576,0.44794595002293125,78665
612,7,10.219713217775658,0.44935307344201064,78758
613,7,10.212635739838154,0.44843629427803455,78555
614,7,10.211118574285466,0.4486623239441878,78471
615,7,10.210590368906908,0.4506155501991178,78595
616,7,10.218533282207407,0.4493706493112058,78609
617,7,10.208620571143753,0.4505865162789089,78581
618,8,10.272896158871706,0.430296292921789,80731
619,8,10.280428217390812,0.4282664389304365,80631
620,8,10.275896984778406,0.43102733538492444,80532
621,8,10.283129871843146,0.4302921798098739,80651
622,8,10.2640799222191,0.42984566528358836,80583
623,8,10.277743324622554,0.43049337984974634,80607
624,8,10.279824493658213,0.43080541517189536,80632
625,8,10.276075338703219,0.4301754677861839,80617
626,8,10.280154509647621,0.43075058245016845,80675
627,8,10.27758007215955,0.42973331468540005,80540
628,8,10.27825548869639,0.4303012346184515,80523
629,8,10.27566520192096,0.4308290537214282,80633
630,8,10.274627316057014,0.4309578210974536,80576
631,8,10.274592458179395,0.4327961276556111,80584
632,8,10.26895774306391,0.43057526567901894,80611
633,8,10.273936469122892,0.43028005490422655,80568
634,8,10.27468251364179,0.4310975637166289,80618
635,8,10.27775262729729,0.42947365678702426,80589
636,8,10.285572758263154,0.4296242856604931,80709
637,8,10.271068563946624,0.4313594158251363,80619
638,8,10.275188836872958,0.42890485248659976,80589
639,8,10.263042137062584,0.4308426677079474,80650
640,8,10.271027805584543,0.4322018147203057,80664
641,8,10.276433654289704,0.4295742674168131,80521
642,8,10.267506209107113,0.430144094858335,80587
643,8,10.284495540932832,0.4309250399837821,80638
644,8,10.280373545863721,0.42963496024774334,80676
645,8,10.269475751951434,0.43024839616588695,80555
646,8,10.279363251833505,0.4286624281749753,80734
647,8,10.272375689323884,0.43002532729147586,80557
648,8,10.275803716001711,0.4294068811272774,80548
649,8,10.272806275572549,0.4317395953552331,80605
650,8,10.260414214488948,0.43101308788414555,80550
651,8,10.272406100735761,0.4294183289680285,80560
652,8,10.267738579248283,0.4309547600059123,80562
653,8,10.263482322768635,0.43094854396374677,80474
654,8,10.27916129026065,0.42954018226095936,80697
655,8,10.268758946671168,0.4310507340036313,80656
656,8,10.267720247794731,0.4306366862844355,80541
657,8,10.264262931073214,0.4299092536047126,80636
658,8,10.278465037635272,0.43039533487179243,80578
659,8,10.268825965456596,0.43068076533447663,80642
660,8,10.27537164616212,0.42925843676775066,80606
661,8,10.282359728005984,0.4282173839766078,80639
662,8,10.276940947253339,0.4308280685250334,80639
663,8,10.270805353579968,0.42991035047217246,80533
664,8,10.266626902295874,0.4305531501262514,80546
665,8,10.267355826208746,0.4323136180622839,80708
666,8,10.28936110256348,0.42982756502887504,80681
667,8,10.278258303667426,0.4314983184455631,80679
668,8,10.260055476317627,0.4309141532824465,80603
669,8,10.282345345873047,0.43017285043051057,80689
670,8,10.273853660854442,0.42999126498823304,80671
671,8,10.270732113951482,0.43144074490251266,80582
672,8,10.265727822249282,0.430694682218272,80609
673,8,10.273241136407815,0.42929864302222465,80661
674,8,10.269567246949524,0.4311136396622642,80589
675,8,10.275372649357731,0.4311372761671104,80683
676,8,10.277940963354714,0.4318299386396718,80661
677,8,10.268817488867485,0.43262972728649207,80599
678,8,10.265891781933872,0.4300901806745035,80569
679,8,10.27355621811166,0.4300521496018188,80684
680,8,10.257568364618685,0.43198982018711096,80578
681,8,10.267687426483265,0.4296647744481272,80572
682,8,10.278939135513813,0.42937137291695315,80494
683,8,10.267372651060386,0.4297832714642111,80507
684,8,10.268375547318863,0.42948004709323434,80535
685,8,10.282101646361932,0.4301299787446122,80728
686,8,10.26916641549674,0.4298788794334859,80600
