,Distance,Sample
555,0.8622359999999998,Simulation
556,0.8636239999999997,Simulation
557,0.8615359999999999,Simulation
558,0.85934,Simulation
559,0.8617999999999999,Simulation
560,0.8593360000000002,Simulation
561,0.8587560000000002,Simulation
562,0.8633359999999999,Simulation
563,0.859356,Simulation
564,0.85396,Simulation
565,0.8648920000000001,Simulation
566,0.8592719999999998,Simulation
567,0.860824,Simulation
568,0.863792,Simulation
569,0.8593360000000002,Simulation
570,0.8652760000000002,Simulation
571,0.8633120000000001,Simulation
572,0.860344,Simulation
573,0.8596759999999997,Simulation
574,0.8649280000000001,Simulation
575,0.8646839999999997,Simulation
576,0.86194,Simulation
577,0.861012,Simulation
578,0.8587560000000002,Simulation
579,0.8652760000000002,Simulation
580,0.858844,Simulation
581,0.8607960000000001,Simulation
582,0.8618480000000001,Simulation
583,0.8614560000000002,Simulation
584,0.86098,Simulation
585,0.86264,Simulation
586,0.8644000000000002,Simulation
587,0.8633359999999999,Simulation
588,0.8633120000000001,Simulation
589,0.858844,Simulation
590,0.8606680000000001,Simulation
591,0.8600319999999999,Simulation
592,0.8615520000000002,Simulation
593,0.863132,Simulation
594,0.8552520000000005,Simulation
595,0.8624279999999999,Simulation
596,0.859356,Simulation
597,0.860344,Simulation
598,0.8607960000000001,Simulation
599,0.8606680000000001,Simulation
600,0.8610800000000001,Simulation
601,0.8626039999999996,Simulation
602,0.8579240000000002,Simulation
603,0.863168,Simulation
604,0.8622359999999998,Simulation
605,0.85396,Simulation
606,0.8596759999999997,Simulation
607,0.8618480000000001,Simulation
608,0.8600319999999999,Simulation
609,0.8610800000000001,Simulation
610,0.8640160000000001,Simulation
611,0.8566440000000001,Simulation
612,0.8640800000000001,Simulation
613,0.8636239999999997,Simulation
614,0.8648920000000001,Simulation
615,0.8649280000000001,Simulation
616,0.8614560000000002,Simulation
617,0.8615520000000002,Simulation
618,0.8626039999999996,Simulation
619,0.8640160000000001,Simulation
620,0.8658080000000002,Simulation
621,0.8540800000000001,Simulation
622,0.8615359999999999,Simulation
623,0.8592719999999998,Simulation
624,0.8646839999999997,Simulation
625,0.86098,Simulation
626,0.863132,Simulation
627,0.8579240000000002,Simulation
628,0.8566440000000001,Simulation
629,0.8658080000000002,Simulation
630,0.8772519999999999,Simulation
631,0.8777079999999999,Simulation
632,0.8782479999999998,Simulation
633,0.879008,Simulation
634,0.8793240000000002,Simulation
635,0.8732959999999999,Simulation
636,0.8823680000000003,Simulation
637,0.8817400000000003,Simulation
638,0.873148,Simulation
639,0.8772519999999999,Simulation
640,0.87744,Simulation
641,0.8802359999999998,Simulation
642,0.878924,Simulation
643,0.8809000000000003,Simulation
644,0.880616,Simulation
645,0.877644,Simulation
646,0.8821880000000001,Simulation
647,0.876924,Simulation
648,0.8777079999999999,Simulation
649,0.87744,Simulation
650,0.875796,Simulation
651,0.876772,Simulation
652,0.8788439999999998,Simulation
653,0.8754400000000001,Simulation
654,0.8736119999999999,Simulation
655,0.8813240000000002,Simulation
656,0.8753480000000002,Simulation
657,0.8782479999999998,Simulation
658,0.8802359999999998,Simulation
659,0.875796,Simulation
660,0.8833800000000002,Simulation
661,0.8820479999999996,Simulation
662,0.8795639999999999,Simulation
663,0.87736,Simulation
664,0.8820639999999996,Simulation
665,0.881552,Simulation
666,0.879008,Simulation
667,0.878924,Simulation
668,0.876772,Simulation
669,0.8833800000000002,Simulation
670,0.879952,Simulation
671,0.8774360000000001,Simulation
672,0.8800240000000003,Simulation
673,0.8778279999999999,Simulation
674,0.8796200000000001,Simulation
675,0.8793240000000002,Simulation
676,0.8809000000000003,Simulation
677,0.8788439999999998,Simulation
678,0.8820479999999996,Simulation
679,0.879952,Simulation
680,0.8814440000000001,Simulation
681,0.8797440000000001,Simulation
682,0.8788880000000001,Simulation
683,0.880628,Simulation
684,0.8732959999999999,Simulation
685,0.880616,Simulation
686,0.8754400000000001,Simulation
687,0.8795639999999999,Simulation
688,0.8774360000000001,Simulation
689,0.8814440000000001,Simulation
690,0.8805360000000001,Simulation
691,0.8776960000000001,Simulation
692,0.8763240000000001,Simulation
693,0.8823680000000003,Simulation
694,0.877644,Simulation
695,0.8736119999999999,Simulation
696,0.87736,Simulation
697,0.8800240000000003,Simulation
698,0.8797440000000001,Simulation
699,0.8805360000000001,Simulation
700,0.8838519999999999,Simulation
701,0.874308,Simulation
702,0.8817400000000003,Simulation
703,0.8821880000000001,Simulation
704,0.8813240000000002,Simulation
705,0.8820639999999996,Simulation
706,0.8778279999999999,Simulation
707,0.8788880000000001,Simulation
708,0.8776960000000001,Simulation
709,0.8838519999999999,Simulation
710,0.8817000000000002,Simulation
711,0.873148,Simulation
712,0.876924,Simulation
713,0.8753480000000002,Simulation
714,0.881552,Simulation
715,0.8796200000000001,Simulation
716,0.880628,Simulation
717,0.8763240000000001,Simulation
718,0.874308,Simulation
719,0.8817000000000002,Simulation
720,0.867276,Simulation
721,0.8699239999999999,Simulation
722,0.869264,Simulation
723,0.870324,Simulation
724,0.869692,Simulation
725,0.864504,Simulation
726,0.8707720000000001,Simulation
727,0.8765200000000004,Simulation
728,0.8616520000000001,Simulation
729,0.867276,Simulation
730,0.869348,Simulation
731,0.8709319999999999,Simulation
732,0.8679600000000002,Simulation
733,0.870072,Simulation
734,0.869728,Simulation
735,0.8669040000000001,Simulation
736,0.871512,Simulation
737,0.869388,Simulation
738,0.8699239999999999,Simulation
739,0.869348,Simulation
740,0.867416,Simulation
741,0.8682920000000001,Simulation
742,0.8715559999999999,Simulation
743,0.8667000000000001,Simulation
744,0.863436,Simulation
745,0.8737919999999999,Simulation
746,0.866792,Simulation
747,0.869264,Simulation
748,0.8709319999999999,Simulation
749,0.867416,Simulation
750,0.8719280000000001,Simulation
751,0.873248,Simulation
752,0.8697559999999996,Simulation
753,0.868272,Simulation
754,0.8713479999999999,Simulation
